id,headword,created,updated,_order,lemma_id,definition
2124,studium -ī n.,2022-11-13 20:45:20.836413+00,2022-11-13 20:45:20.836424+00,884,45348,"eagerness, zeal"
2125,sub,2022-11-13 20:45:20.841084+00,2022-11-13 20:45:20.841094+00,885,45442,"under, close to (+acc. or abl.)"
2126,subeō -īre -iī -itum,2022-11-13 20:45:20.845742+00,2022-11-13 20:45:20.845752+00,886,45547,go under; endure
2127,subitō,2022-11-13 20:45:20.850765+00,2022-11-13 20:45:20.850775+00,887,45645,"suddenly, unexpectedly"
2128,sui sibi sē/sēsē,2022-11-13 20:45:20.855404+00,2022-11-13 20:45:20.855413+00,888,46217,"him- her- itself, themselves"
2130,sum esse fuī futūrum,2022-11-13 20:45:20.864706+00,2022-11-13 20:45:20.864717+00,890,46256,"be, exist; fut. infin. often = fore, impf. subj. often = forem for essem"
2131,sūmō sūmere sūmpsī sūmptum,2022-11-13 20:45:20.869313+00,2022-11-13 20:45:20.869323+00,891,46301,take up
2132,super,2022-11-13 20:45:20.873862+00,2022-11-13 20:45:20.873873+00,892,46319,over (adv. and prep. +acc.)
2133,superbus -a -um,2022-11-13 20:45:20.878393+00,2022-11-13 20:45:20.878404+00,893,46364,"overbearing, proud, haughty"
2134,superī -ōrum m. pl.,2022-11-13 20:45:20.882868+00,2022-11-13 20:45:20.882878+00,894,46440,"those above, i.e. the gods"
2135,superō -āre,2022-11-13 20:45:20.887923+00,2022-11-13 20:45:20.887933+00,895,46509,"overcome, surpass, defeat"
2136,supersum -esse -fuī,2022-11-13 20:45:20.892548+00,2022-11-13 20:45:20.892559+00,896,46560,"remain, survive; be superfluous (to)"
2137,superus -a -um,2022-11-13 20:45:20.897752+00,2022-11-13 20:45:20.897762+00,897,46571,"situated above, upper"
2138,supplicium -ī n.,2022-11-13 20:45:20.902423+00,2022-11-13 20:45:20.902433+00,898,46638,"punishment, penalty"
2139,suprā,2022-11-13 20:45:20.907039+00,2022-11-13 20:45:20.90705+00,899,46673,"above, beyond (adv. and prep. + acc.)"
2140,surgō surgere surrēxī surrēctum,2022-11-13 20:45:20.911867+00,2022-11-13 20:45:20.911877+00,900,46697,rise
2141,suscipiō -cipere -cēpī ceptum,2022-11-13 20:45:20.916899+00,2022-11-13 20:45:20.916909+00,901,46747,take up
2142,sustineō sustinēre sustinuī sustentum,2022-11-13 20:45:20.921979+00,2022-11-13 20:45:20.92199+00,902,46789,"hold up, sustain"
2143,suus -a -um,2022-11-13 20:45:20.926653+00,2022-11-13 20:45:20.926662+00,903,46816,"his own, her own, its own"
2144,taceō -ēre -uī -itum,2022-11-13 20:45:20.931555+00,2022-11-13 20:45:20.931565+00,904,47019,"be silent; tacitus -a -um, silent"
2145,tālis tāle,2022-11-13 20:45:20.936475+00,2022-11-13 20:45:20.936486+00,905,47078,such
2146,tam,2022-11-13 20:45:20.941033+00,2022-11-13 20:45:20.941043+00,906,47088,"so, so much"
2147,tamen,2022-11-13 20:45:20.94585+00,2022-11-13 20:45:20.94586+00,907,47096,"nevertheless, still"
2148,tamquam,2022-11-13 20:45:20.950608+00,2022-11-13 20:45:20.950618+00,908,47106,"so as, just as"
2149,tandem,2022-11-13 20:45:20.955316+00,2022-11-13 20:45:20.955326+00,909,47117,finally
2150,tangō tangere tetigī tāctum,2022-11-13 20:45:20.960014+00,2022-11-13 20:45:20.960025+00,910,47120,touch
2151,tantum,2022-11-13 20:45:20.964557+00,2022-11-13 20:45:20.964568+00,911,47140,only
2152,tantummodo,2022-11-13 20:45:20.969225+00,2022-11-13 20:45:20.969234+00,912,47141,only
2153,tantus -a -um,2022-11-13 20:45:20.973968+00,2022-11-13 20:45:20.973979+00,913,47142,"so great, so much; (as pronoun) such a quantity, so much; tantī, at such a price, of such worth"
2154,tardus -a -um,2022-11-13 20:45:20.978532+00,2022-11-13 20:45:20.978542+00,914,47181,"slow, sluggish, lingering"
2155,tēctum -ī n.,2022-11-13 20:45:20.983228+00,2022-11-13 20:45:20.983238+00,915,47305,"roof; building, house"
2156,tegō tegere tēxī tēctum,2022-11-13 20:45:20.988041+00,2022-11-13 20:45:20.988051+00,916,47322,"cover, conceal"
2157,tellus tellūris f.,2022-11-13 20:45:20.992604+00,2022-11-13 20:45:20.992614+00,917,47357,earth
2158,tēlum -ī n.,2022-11-13 20:45:20.99724+00,2022-11-13 20:45:20.99725+00,918,47369,"missile, weapon, spear"
2159,tempestas -tātis f.,2022-11-13 20:45:21.002308+00,2022-11-13 20:45:21.002318+00,919,47405,"period of time, season; bad weather, storm"
2160,templum -ī n.,2022-11-13 20:45:21.008969+00,2022-11-13 20:45:21.008979+00,920,47414,consecrated ground; temple
2161,temptō -āre,2022-11-13 20:45:21.015685+00,2023-06-27 00:09:43.483066+00,921,47490,"try, test"
2162,tempus -oris n.,2022-11-13 20:45:21.025313+00,2022-11-13 20:45:21.02533+00,922,47427,time
2163,tendō tendere tetendī tentum,2022-11-13 20:45:21.033306+00,2022-11-13 20:45:21.033322+00,923,47443,"stretch, extend, direct (one’s steps or course)"
2164,tenebrae -brārum f. pl.,2022-11-13 20:45:21.040251+00,2022-11-13 20:45:21.040266+00,924,47448,"darkness, the shadows"
2165,teneō -ēre -uī tentum,2022-11-13 20:45:21.047147+00,2022-11-13 20:45:21.047164+00,925,47465,"hold, keep"
2166,tener -era -erum,2022-11-13 20:45:21.055433+00,2022-11-13 20:45:21.055443+00,926,47466,tender
2167,tergum -ī n.,2022-11-13 20:45:21.066679+00,2022-11-13 20:45:21.066689+00,927,47560,"back, rear; ā tergō: from the rear"
2168,terra -ae f.,2022-11-13 20:45:21.072292+00,2022-11-13 20:45:21.072303+00,928,47587,land
2169,terreō terrēre terruī territum,2022-11-13 20:45:21.078646+00,2022-11-13 20:45:21.078656+00,929,47593,"terrify, frighten"
2170,tertius -a -um,2022-11-13 20:45:21.101078+00,2022-11-14 23:23:38.760057+00,930,47635,third
2171,testis -is m.,2022-11-13 20:45:21.110591+00,2022-11-13 20:45:21.110601+00,931,47673,witness
2172,timeō -ēre -uī,2022-11-13 20:45:21.119879+00,2022-11-13 20:45:21.119889+00,932,48107,"to fear, to dread"
2173,timor -ōris m.,2022-11-13 20:45:21.125876+00,2022-11-13 20:45:21.125886+00,933,48117,fear
2174,tollō tollere sustulī sublātum,2022-11-13 20:45:21.134962+00,2022-11-13 20:45:21.134977+00,934,48249,"raise up, destroy"
2175,tot,2022-11-13 20:45:21.142445+00,2022-11-13 20:45:21.142478+00,935,48384,so many
2176,tōtus -a -um,2022-11-13 20:45:21.148951+00,2022-11-13 20:45:21.148961+00,936,48389,"whole, entire"
2177,trādō -dere -didī -ditum,2022-11-13 20:45:21.154336+00,2022-11-13 20:45:21.154347+00,937,48432,"hand over, yield"
2178,trahō trahere trāxī trāctum,2022-11-13 20:45:21.161422+00,2022-11-13 20:45:21.161432+00,938,48468,"drag, draw"
2179,trānseō -īre -iī -itum,2022-11-13 20:45:21.168+00,2022-11-13 20:45:21.16801+00,939,48527,go across
2180,trēs tria,2022-11-13 20:45:21.172749+00,2022-11-14 23:23:56.9742+00,940,48742,three
2181,tribūnus -ī m.,2022-11-13 20:45:21.178103+00,2022-11-13 20:45:21.178113+00,941,48775,"tribune, title of various Roman officials, as mīlitum, plēbis, aerāriī"
2182,trīstis -e,2022-11-13 20:45:21.183073+00,2022-11-13 20:45:21.183083+00,942,48994,"sad, solemn, grim"
2183,tū tuī tibi tē,2022-11-13 20:45:21.188049+00,2022-11-13 20:45:21.188059+00,943,49137,you (sing.)
2185,tum,2022-11-13 20:45:21.197521+00,2022-11-13 20:45:21.197531+00,945,49184,then
2186,tunc,2022-11-13 20:45:21.202408+00,2022-11-13 20:45:21.202418+00,946,49210,then
2187,turba -ae f.,2022-11-13 20:45:21.207001+00,2022-11-13 20:45:21.207011+00,947,49224,"crowd, uproar"
2188,turbō -āre,2022-11-13 20:45:21.211522+00,2022-11-13 20:45:21.211532+00,948,49239,"disturb, confuse"
2189,turpis -e,2022-11-13 20:45:21.216186+00,2022-11-13 20:45:21.216197+00,949,49293,"ugly, unsightly; disgraceful"
2190,tūtus -a -um,2022-11-13 20:45:21.220731+00,2022-11-13 20:45:21.220742+00,950,49359,"safe, protected"
2191,tuus -a -um,2022-11-13 20:45:21.225434+00,2022-11-13 20:45:21.225444+00,951,49360,your
2192,ubi,2022-11-13 20:45:21.2302+00,2022-11-13 20:45:21.23021+00,952,49426,"where, when"
2193,ūllus -a -um,2022-11-13 20:45:21.234831+00,2022-11-13 20:45:21.234841+00,953,49458,"any, anyone"
2194,ultimus -a -um,2022-11-13 20:45:21.239525+00,2022-11-13 20:45:21.239536+00,954,49474,"farthest, final, last, ultimate"
2195,ultrā,2022-11-13 20:45:21.244123+00,2022-11-13 20:45:21.244133+00,955,49478,"beyond, further (adv. and prep. + acc.)"
2196,umbra -ae f.,2022-11-13 20:45:21.248903+00,2022-11-13 20:45:21.248913+00,956,49505,"shade, shadow"
2197,umquam,2022-11-13 20:45:21.253332+00,2022-11-13 20:45:21.253342+00,957,49541,ever
2198,unda -ae f.,2022-11-13 20:45:21.257818+00,2022-11-13 20:45:21.257828+00,958,49569,"wave, flowing water, water"
2199,unde,2022-11-13 20:45:21.262358+00,2022-11-13 20:45:21.262369+00,959,49574,from where
2200,undique,2022-11-13 20:45:21.266897+00,2022-11-13 20:45:21.266907+00,960,49600,"from all sides, on all sides"
2201,ūnus -a -um,2022-11-13 20:45:21.271378+00,2022-11-13 20:45:21.271388+00,961,49668,one
2202,urbs urbis f.,2022-11-13 20:45:21.276026+00,2022-11-13 20:45:21.276036+00,962,49687,city
2203,ūsque,2022-11-13 20:45:21.280513+00,2022-11-13 20:45:21.280523+00,963,49735,up to; continuously
2204,ūsus -ūs m.,2022-11-13 20:45:21.28514+00,2022-11-13 20:45:21.28515+00,964,49765,"use, experience"
2205,"ut, utī",2022-11-13 20:45:21.290181+00,2022-11-13 20:45:21.290195+00,965,49766,"as (+ indic.); so that, with the result that (+ subj.); (in questions) in what manner, how; (exclam.) to what an extent! how!"
2206,uterque utraque utrumque,2022-11-13 20:45:21.29491+00,2022-11-13 20:45:21.29492+00,966,49780,each of two
2207,ūtilis -e,2022-11-13 20:45:21.300325+00,2022-11-13 20:45:21.300335+00,967,49789,useful
2208,ūtor ūtī ūsus sum,2022-11-13 20:45:21.304986+00,2022-11-13 20:45:21.304995+00,968,49794,"use, consume, employ (+ abl.)"
2209,utrum,2022-11-13 20:45:21.309442+00,2022-11-13 20:45:21.309453+00,969,49809,whether; utrum ... an: whether ... or
2210,uxor uxōris f.,2022-11-13 20:45:21.313954+00,2022-11-13 20:45:21.313965+00,970,49820,wife
2211,vacō vacāre,2022-11-13 20:45:21.318704+00,2022-11-13 20:45:21.318714+00,971,49846,"be empty, open, unoccupied"
2212,vacuus -a -um,2022-11-13 20:45:21.323246+00,2022-11-13 20:45:21.323256+00,972,49853,empty
2213,vagus -a -um,2022-11-13 20:45:21.32779+00,2022-11-13 20:45:21.3278+00,973,49881,"wandering, shifting"
2214,valeō valēre valuī,2022-11-13 20:45:21.332547+00,2022-11-13 20:45:21.332558+00,974,49895,"be strong, excel, be valid, prevail; valē: farewell!"
2215,validus -a -um,2022-11-13 20:45:21.337157+00,2022-11-13 20:45:21.337168+00,975,49895,strong
2216,vanus -a -um,2022-11-13 20:45:21.341696+00,2022-11-13 20:45:21.341707+00,976,49908,"empty; false, deceitful"
2217,varius -a -um,2022-11-13 20:45:21.346503+00,2022-11-13 20:45:21.346513+00,977,49944,"changing, varied, various"
2218,vātēs -is m.,2022-11-13 20:45:21.351085+00,2022-11-13 20:45:21.351095+00,978,49985,"poet, bard"
2219,ve,2022-11-13 20:45:21.355678+00,2022-11-13 20:45:21.355688+00,979,50039,or (postpositive enclitic)
2220,vehō vehere vēxī vectum,2022-11-13 20:45:21.36017+00,2022-11-13 20:45:21.360181+00,980,50086,"carry; vehor vehī vectus sum: travel, ride"
2221,vel,2022-11-13 20:45:21.364832+00,2022-11-13 20:45:21.364843+00,981,50097,"or else, or; even; vel ... vel: either … or"
2222,velut,2022-11-13 20:45:21.369441+00,2022-11-13 20:45:21.369451+00,982,50149,"even as, just as"
2223,veniō venīre vēnī ventum,2022-11-13 20:45:21.374053+00,2022-11-13 20:45:21.374063+00,983,50217,come
2224,ventus -ī m.,2022-11-13 20:45:21.378637+00,2022-11-13 20:45:21.378648+00,984,50248,wind
2225,verbum -ī n.,2022-11-13 20:45:21.383348+00,2022-11-13 20:45:21.383358+00,985,50301,word
2226,vērē,2022-11-13 20:45:21.387836+00,2022-11-13 20:45:21.387846+00,986,50307,truly
2227,vereor verērī veritus sum,2022-11-13 20:45:21.393277+00,2022-11-13 20:45:21.393287+00,987,50318,"fear, stand in awe of"
2228,vērō,2022-11-13 20:45:21.398026+00,2022-11-13 20:45:21.398036+00,988,50366,"in fact, certainly, without doubt"
2229,vertō vertere vertī versum,2022-11-13 20:45:21.402537+00,2022-11-13 20:45:21.402547+00,989,50435,turn
2230,vērus -a -um,2022-11-13 20:45:21.407111+00,2022-11-13 20:45:21.407121+00,990,50451,true
2231,vester vestra vestrum,2022-11-13 20:45:21.411595+00,2022-11-13 20:45:21.411606+00,991,50500,your
2232,vestīgium -ī n.,2022-11-13 20:45:21.416125+00,2022-11-13 20:45:21.416135+00,992,50512,"footstep, footprint, track"
2233,vestis -is f.,2022-11-13 20:45:21.421464+00,2022-11-13 20:45:21.421475+00,993,50520,"garment, robe, clothing"
2234,vetō -āre vetuī vetītum,2022-11-13 20:45:21.426135+00,2022-11-13 20:45:21.426145+00,994,50554,forbid
2235,vetus veteris,2022-11-13 20:45:21.431588+00,2022-11-13 20:45:21.431598+00,995,50566,old
2236,via -ae f.,2022-11-13 20:45:21.436351+00,2022-11-13 20:45:21.436361+00,996,50585,"way, street"
2237,vīcīnus -a -um,2022-11-13 20:45:21.440938+00,2022-11-13 20:45:21.440949+00,997,50645,"neighboring, near"
2238,victor -ōris m.,2022-11-13 20:45:21.445441+00,2022-11-13 20:45:21.445451+00,998,50656,conqueror
2239,victōria -ae f.,2022-11-13 20:45:21.450069+00,2022-11-13 20:45:21.450079+00,999,50657,victory
2240,videō vidēre vīdī vīsum,2022-11-13 20:45:21.454922+00,2022-11-13 20:45:21.454932+00,1000,50671,see
2241,vincō vincere vīcī victum,2022-11-13 20:45:21.459478+00,2022-11-13 20:45:21.459488+00,1001,50746,conquer
2242,vinculum -ī n.,2022-11-13 20:45:21.464179+00,2022-11-13 20:45:21.464189+00,1002,50753,"bond, fetter, tie"
2243,vīnum -ī n.,2022-11-13 20:45:21.468705+00,2022-11-13 20:45:21.468715+00,1003,50789,"vine, wine"
2244,vir virī m.,2022-11-13 20:45:21.474911+00,2022-11-13 20:45:21.474922+00,1004,50818,man
2245,virgō -inis f.,2022-11-13 20:45:21.479534+00,2022-11-13 20:45:21.479544+00,1005,50846,"maiden, virgin, girl"
2246,virtūs -ūtis f.,2022-11-13 20:45:21.484103+00,2022-11-13 20:45:21.484114+00,1006,50884,"valor, manliness, virtue"
2247,vīs f.,2022-11-13 20:45:21.488794+00,2022-11-13 20:45:21.488804+00,1007,50889,"force; (acc.) vim, (abl.) vī; (pl.) vīrēs, strength"
2248,vīta -ae f.,2022-11-13 20:45:21.493767+00,2022-11-13 20:45:21.493782+00,1008,50924,life
2249,vitium -ī n.,2022-11-13 20:45:21.498478+00,2022-11-13 20:45:21.498488+00,1009,50971,"flaw, fault, crime"
2250,vītō -āre,2022-11-13 20:45:21.50299+00,2022-11-13 20:45:21.503001+00,1010,50972,"avoid, shun"
2251,vīvō vīvere vīxī vīctum,2022-11-13 20:45:21.507553+00,2022-11-13 20:45:21.507563+00,1011,51013,live
2252,vix,2022-11-13 20:45:21.512331+00,2022-11-13 20:45:21.512341+00,1012,51016,scarcely
2253,vocō -āre,2022-11-13 20:45:21.517128+00,2022-11-13 20:45:21.517138+00,1013,51044,call
2254,volō velle voluī,2022-11-13 20:45:21.52253+00,2022-11-13 20:45:21.52254+00,1014,51088,"wish, be willing"
2255,volucer -cris -cre,2022-11-13 20:45:21.527082+00,2022-11-13 20:45:21.527092+00,1015,51117,flying
2256,volucris -is f./m.,2022-11-13 20:45:21.531653+00,2022-11-13 20:45:21.531663+00,1016,51119,bird
2257,voluntās -ātis f.,2022-11-13 20:45:21.536098+00,2022-11-13 20:45:21.536108+00,1017,51130,"wish, desire"
2258,voluptās -ātis f.,2022-11-13 20:45:21.540771+00,2022-11-13 20:45:21.540783+00,1018,51135,"pleasure, enjoyment"
2184,vōs,2022-11-13 20:45:21.192579+00,2022-11-13 20:45:21.192589+00,944,49137,"you (pl.); (gen.) vestrum/vestrī, (dat./abl.) vōbīs, (acc.) vōs"
2259,vōtum -ī n.,2022-11-13 20:45:21.545361+00,2022-11-13 20:45:21.545371+00,1019,51184,"solemn promise, vow; hope"
2260,vōx vōcis f.,2022-11-13 20:45:21.550023+00,2022-11-13 20:45:21.550033+00,1020,51186,"voice, utterance"
2261,vulgō,2022-11-13 20:45:21.554601+00,2022-11-13 20:45:21.554611+00,1021,51196,commonly
2262,vulgus -ī n. and m.,2022-11-13 20:45:21.55901+00,2022-11-13 20:45:21.55902+00,1022,51198,the common people
2263,vulnus -eris n.,2022-11-13 20:45:21.563661+00,2022-11-13 20:45:21.563671+00,1023,51207,wound
2264,vultus -ūs m.,2022-11-13 20:45:21.56831+00,2022-11-13 20:45:21.56832+00,1024,51230,"look, expression, face"
